route,asset_number,asset_position_code_desc,colloquial_name_1,colloquial_name_2,colloquial_name_3,colloquial_name_4,colloquial_name_5,colloquial_name_6,colloquial_name_7,colloquial_name_8,is_point_asset,is_signal_box_required,asset_class_code,asset_class_group,egi_code,egi_desc,asset_imdm_desc,asset_status_code_desc,maintenance_delivery_unit,strategic_route_code_desc,asset_owner,engineer,section_manager,start_miles,start_yards,end_miles,end_yards
LNW South,866066,NP - Not Applicable,PTS:CH12A(PM),CH12A,STF-COLWICH JN,,,,,,,,PO,SW,PO210RTK0001,POE - Point Machine,ED:IMDM Stafford,OR - Obsolete Record,ED,N.02 - Rugby - Stafford,Midlands,ED02:Stafford S&TME,ED:Stafford SM(SIGNALS),127.0,132.0,127.0,132.0
