asset,attribute,date,records_count
127M5_LEC2_t543,Circuit_Current,2020-01-01,2697
127M5_LEC2_t543,Circuit_Current,2020-01-02,4400
127M5_LEC2_t543,Circuit_Current,2020-01-03,4658
127M5_LEC2_t543,Circuit_Current,2020-01-04,4105
127M5_LEC2_t543,Circuit_Current,2020-01-05,2329
127M5_LEC2_t543,Circuit_Current,2020-01-06,4542
127M5_LEC2_t543,Circuit_Current,2020-01-07,4872
127M5_LEC2_t543,Circuit_Current,2020-01-08,4851
127M5_LEC2_t543,Circuit_Current,2020-01-09,4772
127M5_LEC2_t543,Circuit_Current,2020-01-10,4778
127M5_LEC2_t543,Circuit_Current,2020-01-11,4020
127M5_LEC2_t543,Circuit_Current,2020-01-12,2234
127M5_LEC2_t543,Circuit_Current,2020-01-13,4319
127M5_LEC2_t543,Circuit_Current,2020-01-14,4316
127M5_LEC2_t543,Circuit_Current,2020-01-15,4722
127M5_LEC2_t543,Circuit_Current,2020-01-16,4592
127M5_LEC2_t543,Circuit_Current,2020-01-17,4508
127M5_LEC2_t543,Circuit_Current,2020-01-18,4160
127M5_LEC2_t543,Circuit_Current,2020-01-19,3086
127M5_LEC2_t543,Circuit_Current,2020-01-20,4237
127M5_LEC2_t543,Circuit_Current,2020-01-21,1118
127M5_LEC2_t543,Circuit_Current,2020-01-22,4634
127M5_LEC2_t543,Circuit_Current,2020-01-23,4803
127M5_LEC2_t543,Circuit_Current,2020-01-24,4904
127M5_LEC2_t543,Circuit_Current,2020-01-25,4105
127M5_LEC2_t543,Circuit_Current,2020-01-26,1922
127M5_LEC2_t543,Circuit_Current,2020-01-27,4350
127M5_LEC2_t543,Circuit_Current,2020-01-28,4893
127M5_LEC2_t543,Circuit_Current,2020-01-29,4937
127M5_LEC2_t543,Circuit_Current,2020-01-30,4810
127M5_LEC2_t543,Circuit_Current,2020-01-31,4753
127M5_LEC2_t543,Circuit_Current,2020-02-01,4063
127M5_LEC2_t543,Circuit_Current,2020-02-02,2565
127M5_LEC2_t543,Circuit_Current,2020-02-03,7459
127M5_LEC2_t543,Circuit_Current,2020-02-04,5118
127M5_LEC2_t543,Circuit_Current,2020-02-05,5012
127M5_LEC2_t543,Circuit_Current,2020-02-06,5278
127M5_LEC2_t543,Circuit_Current,2020-02-07,5113
127M5_LEC2_t543,Circuit_Current,2020-02-08,4006
127M5_LEC2_t543,Circuit_Current,2020-02-09,1122
127M5_LEC2_t543,Circuit_Current,2020-02-10,4923
127M5_LEC2_t543,Circuit_Current,2020-02-11,5241
127M5_LEC2_t543,Circuit_Current,2020-02-12,5315
127M5_LEC2_t543,Circuit_Current,2020-02-13,5194
127M5_LEC2_t543,Circuit_Current,2020-02-14,4633
127M5_LEC2_t543,Circuit_Current,2020-02-15,4046
127M5_LEC2_t543,Circuit_Current,2020-02-16,2940
127M5_LEC2_t543,Circuit_Current,2020-02-17,4356
127M5_LEC2_t543,Circuit_Current,2020-02-18,4674
127M5_LEC2_t543,Circuit_Current,2020-02-19,4716
127M5_LEC2_t543,Circuit_Current,2020-02-20,4567
127M5_LEC2_t543,Circuit_Current,2020-02-21,4866
127M5_LEC2_t543,Circuit_Current,2020-02-22,4226
127M5_LEC2_t543,Circuit_Current,2020-02-23,2683
127M5_LEC2_t543,Circuit_Current,2020-02-24,4334
127M5_LEC2_t543,Circuit_Current,2020-02-25,4749
127M5_LEC2_t543,Circuit_Current,2020-02-26,4636
127M5_LEC2_t543,Circuit_Current,2020-02-27,4905
127M5_LEC2_t543,Circuit_Current,2020-02-28,4955
127M5_LEC2_t543,Circuit_Current,2020-02-29,4043
127M5_LEC2_t543,Circuit_Current,2020-03-01,2612
127M5_LEC2_t543,Circuit_Current,2020-03-02,4282
127M5_LEC2_t543,Circuit_Current,2020-03-03,4581
127M5_LEC2_t543,Circuit_Current,2020-03-04,4860
127M5_LEC2_t543,Circuit_Current,2020-03-05,4892
127M5_LEC2_t543,Circuit_Current,2020-03-06,4823
127M5_LEC2_t543,Circuit_Current,2020-03-07,3948
127M5_LEC2_t543,Circuit_Current,2020-03-08,2772
127M5_LEC2_t543,Circuit_Current,2020-03-09,3858
127M5_LEC2_t543,Circuit_Current,2020-03-10,3378
127M5_LEC2_t543,Circuit_Current,2020-03-11,4626
127M5_LEC2_t543,Circuit_Current,2020-03-12,4761
127M5_LEC2_t543,Circuit_Current,2020-03-13,4735
127M5_LEC2_t543,Circuit_Current,2020-03-14,4102
127M5_LEC2_t543,Circuit_Current,2020-03-15,2431
127M5_LEC2_t543,Circuit_Current,2020-03-16,4217
127M5_LEC2_t543,Circuit_Current,2020-03-17,4164
127M5_LEC2_t543,Circuit_Current,2020-03-18,4562
127M5_LEC2_t543,Circuit_Current,2020-03-19,4691
127M5_LEC2_t543,Circuit_Current,2020-03-20,4712
127M5_LEC2_t543,Circuit_Current,2020-03-21,3904
127M5_LEC2_t543,Circuit_Current,2020-03-22,2229
127M5_LEC2_t543,Circuit_Current,2020-03-23,1958
127M5_LEC2_t543,Circuit_Current,2020-03-24,2662
127M5_LEC2_t543,Circuit_Current,2020-03-25,2889
127M5_LEC2_t543,Circuit_Current,2020-03-26,2905
127M5_LEC2_t543,Circuit_Current,2020-03-27,2980
127M5_LEC2_t543,Circuit_Current,2020-03-28,2624
127M5_LEC2_t543,Circuit_Current,2020-03-29,1976
127M5_LEC2_t543,Circuit_Current,2020-03-30,2907
127M5_LEC2_t543,Circuit_Current,2020-03-31,3118
127M5_LEC2_t543,Circuit_Current,2020-04-01,3281
127M5_LEC2_t543,Circuit_Current,2020-04-02,3191
127M5_LEC2_t543,Circuit_Current,2020-04-03,2984
127M5_LEC2_t543,Circuit_Current,2020-04-04,2538
127M5_LEC2_t543,Circuit_Current,2020-04-05,1972
127M5_LEC2_t543,Circuit_Current,2020-04-06,2627
127M5_LEC2_t543,Circuit_Current,2020-04-07,2874
127M5_LEC2_t543,Circuit_Current,2020-04-08,2443
127M5_LEC2_t543,Circuit_Current,2020-04-09,2926
127M5_LEC2_t543,Circuit_Current,2020-04-10,2566
127M5_LEC2_t543,Circuit_Current,2020-04-11,1525
127M5_LEC2_t543,Circuit_Current,2020-04-12,1304
127M5_LEC2_t543,Circuit_Current,2020-04-13,2158
127M5_LEC2_t543,Circuit_Current,2020-04-14,2766
127M5_LEC2_t543,Circuit_Current,2020-04-15,3053
127M5_LEC2_t543,Circuit_Current,2020-04-16,2897
127M5_LEC2_t543,Circuit_Current,2020-04-17,3256
127M5_LEC2_t543,Circuit_Current,2020-04-18,2467
127M5_LEC2_t543,Circuit_Current,2020-04-19,4230
127M5_LEC2_t543,Circuit_Current,2020-04-20,2909
