occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,failed_datetime,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-05-21,891486,SALTLEY DU,[966280.0],True,KINGS NORTON - GLOUCESTER,BARNT GREEN 2,WMSC : 22 : Down Fast/Main,TRACK CIRCUIT -- TRACK CCT -DC MED VOLT AC IMMUNE,BONDING - PARALLEL BOND - DEFECTIVE,,,2020-05-21 09:19:23,3,ASSET DEFECT,NEGLIGIBLE,UNDER INVESTIGATION,51,73,52,299
