occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,failed_datetime,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-04-29,889321,BLETCHLEY DU,[None],False,HANSLOPE JCN - RUGBY,NORTHAMPTON SOUTH,RUGBY SCC : 719 : Down Fast/Main,TRACK CIRCUIT -- TRACK CCT -DC MED VOLT AC IMMUNE,NO CAUSE FOUND - INSPECTED FIT FOR PURPOSE,RCM II ALARM CAUSE NOT FOUND,,2020-04-29 01:15:46,5,ALARM INDICATION,NEGLIGIBLE - NON OP,UNDER INVESTIGATION,64,1166,65,1496
