occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,failed_datetime,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-04-22,888798,EUSTON DU,[928812.0],True,FALCON JN-WILLESDEN W. LONDON JN,MITRE BRIDGE LC,WEMBLEY MAINLINE : WM2418C : CLAMP LOCK - MARK 2,POINTS (OPERATING EQUIPMENT) -- POE - HYDRAULIC/PNEUMATIC,BASEPLATES / CHAIRS - CONTAMINATION,,CLAMP LOCK - MARK 2,2020-04-22 20:36:55,3,ASSET DEFECT,NEGLIGIBLE,UNDER INVESTIGATION,5,1430,7,0
