occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,failed_datetime,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-01-09,877986,EUSTON DU,[None],False,LONDON EUSTN-RGBY TRENT VALL JN,WEMBLEY CENTRAL,WEMBLEY MAINLINE : WM2542A : CLAMP LOCK - MARK 2,POINTS (OPERATING EQUIPMENT) -- POE - HYDRAULIC/PNEUMATIC,BASEPLATES / CHAIRS - CONTAMINATION,,CLAMP LOCK - MARK 2,2020-01-09 22:13:18,5,ASSET DEFECT,NEGLIGIBLE,UNDER INVESTIGATION,7,880,8,858
