route,asset_number,asset_position_code_desc,colloquial_name_1,colloquial_name_2,colloquial_name_3,colloquial_name_4,colloquial_name_5,colloquial_name_6,colloquial_name_7,colloquial_name_8,is_point_asset,is_signal_box_required,asset_class_code,asset_class_group,egi_code,egi_desc,asset_imdm_desc,asset_status_code_desc,maintenance_delivery_unit,strategic_route_code_desc,asset_owner,engineer,section_manager,start_miles,start_yards,end_miles,end_yards
LNW South,563000,ON - On Track,TRC:126(DC),126,SC:FIVE WAYS,FIVE WAYS,,,,,,Y,IC,SI,IC130RTK0001,Track Circuit/DC Med Volt - AC Imm,EB:IMDM Saltley,FM - Fully Maintaind,EB,M.08 - Birmingham New Street - Barnt Green,Midlands,EB02:Saltley S&TME,EB:Saltley South SM(SIGNALS),44.0,5.0,45.0,165.0
