occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,failed_datetime,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-03-02,884138,SANDWELL & DUDLEY DU,[828512.0],True,BIRMINGHAM NEW ST-BUSHBURY JN,BIRMINGHAM NEW STREET NTH,BIRMINGHAM NEW ST : NS604C : ELECTRICAL - GEC HW 2000 SERIES,POINTS (OPERATING EQUIPMENT) -- POE - POINT MACHINE,LOCKING MECHANISM - LOCK ROD - LOOSE/OOA,,ELECTRICAL - GEC HW 2000 SERIES,2020-03-02 22:59:48,3,ASSET DEFECT,NEGLIGIBLE,UNDER INVESTIGATION,-1,1601,0,1166
