route,asset_number,asset_position_code_desc,colloquial_name_1,colloquial_name_2,colloquial_name_3,colloquial_name_4,colloquial_name_5,colloquial_name_6,colloquial_name_7,colloquial_name_8,is_point_asset,is_signal_box_required,asset_class_code,asset_class_group,egi_code,egi_desc,asset_imdm_desc,asset_status_code_desc,maintenance_delivery_unit,strategic_route_code_desc,asset_owner,engineer,section_manager,start_miles,start_yards,end_miles,end_yards
LNW South,765375,ON - On Track,PTS:WM2418C,WM2418C,,,,,,,,,PO,SW,PO200RTK0001,POE - Hydraulic/Pneumatic,EE:IMDM London Euston,FM - Fully Maintaind,EE,N.99 - Other Freight Lines,Midlands,EE03:Euston S&TME,EE:Stonebridge Park SM(SIGNALS),5.0,1756.0,5.0,1756.0
