asset,attribute,date,records_count
N65_5_HNR_t719,Circuit_Current,2020-01-01,1851
N65_5_HNR_t719,Circuit_Current,2020-01-02,2682
N65_5_HNR_t719,Circuit_Current,2020-01-03,3109
N65_5_HNR_t719,Circuit_Current,2020-01-04,2259
N65_5_HNR_t719,Circuit_Current,2020-01-05,2090
N65_5_HNR_t719,Circuit_Current,2020-01-06,2941
N65_5_HNR_t719,Circuit_Current,2020-01-07,2880
N65_5_HNR_t719,Circuit_Current,2020-01-08,3296
N65_5_HNR_t719,Circuit_Current,2020-01-09,3387
N65_5_HNR_t719,Circuit_Current,2020-01-10,3387
N65_5_HNR_t719,Circuit_Current,2020-01-11,2285
N65_5_HNR_t719,Circuit_Current,2020-01-12,2524
N65_5_HNR_t719,Circuit_Current,2020-01-13,2935
N65_5_HNR_t719,Circuit_Current,2020-01-14,2892
N65_5_HNR_t719,Circuit_Current,2020-01-15,3185
N65_5_HNR_t719,Circuit_Current,2020-01-16,3029
N65_5_HNR_t719,Circuit_Current,2020-01-17,3020
N65_5_HNR_t719,Circuit_Current,2020-01-18,2169
N65_5_HNR_t719,Circuit_Current,2020-01-19,2176
N65_5_HNR_t719,Circuit_Current,2020-01-20,2984
N65_5_HNR_t719,Circuit_Current,2020-01-21,2941
N65_5_HNR_t719,Circuit_Current,2020-01-22,2946
N65_5_HNR_t719,Circuit_Current,2020-01-23,2908
N65_5_HNR_t719,Circuit_Current,2020-01-24,3097
N65_5_HNR_t719,Circuit_Current,2020-01-25,2398
N65_5_HNR_t719,Circuit_Current,2020-01-26,2142
N65_5_HNR_t719,Circuit_Current,2020-01-27,3113
N65_5_HNR_t719,Circuit_Current,2020-01-28,2991
N65_5_HNR_t719,Circuit_Current,2020-01-29,3386
N65_5_HNR_t719,Circuit_Current,2020-01-30,3483
N65_5_HNR_t719,Circuit_Current,2020-01-31,3493
N65_5_HNR_t719,Circuit_Current,2020-02-01,2402
N65_5_HNR_t719,Circuit_Current,2020-02-02,273
N65_5_HNR_t719,Circuit_Current,2020-02-03,3008
N65_5_HNR_t719,Circuit_Current,2020-02-04,3128
N65_5_HNR_t719,Circuit_Current,2020-02-05,3348
N65_5_HNR_t719,Circuit_Current,2020-02-06,3051
N65_5_HNR_t719,Circuit_Current,2020-02-07,3396
N65_5_HNR_t719,Circuit_Current,2020-02-08,2627
N65_5_HNR_t719,Circuit_Current,2020-02-09,1837
N65_5_HNR_t719,Circuit_Current,2020-02-10,3171
N65_5_HNR_t719,Circuit_Current,2020-02-11,3305
N65_5_HNR_t719,Circuit_Current,2020-02-12,3293
N65_5_HNR_t719,Circuit_Current,2020-02-13,2919
N65_5_HNR_t719,Circuit_Current,2020-02-14,3136
N65_5_HNR_t719,Circuit_Current,2020-02-15,2232
N65_5_HNR_t719,Circuit_Current,2020-02-16,2304
