occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,failed_datetime,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-07-05,896839,STAFFORD DU,[36313.0],True,RUGBY T-V JN-STAFFORD STH,COLWICH,STOKE SCC : 543 : Up Fast/Main,TRACK CIRCUIT -- TRACK CCT -DC MED VOLT AC IMMUNE,IRJ - SWARF ACROSS IRJ,,,2020-07-05 12:12:00,3,ASSET DEFECT,NEGLIGIBLE,UNDER INVESTIGATION,125,1210,128,1012
