asset,attribute,date,records_count
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-23,875
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-24,1375
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-25,1953
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-26,2178
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-27,1924
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-28,2248
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-29,2475
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-30,2298
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-05-31,3558
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-01,2233
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-02,2339
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-03,2333
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-04,2233
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-05,2425
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-06,1920
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-07,1514
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-08,2008
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-09,2300
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-10,2121
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-11,2205
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-12,2217
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-14,1441
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-15,2068
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-16,2388
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-17,2227
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-18,2361
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-19,2170
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-20,1914
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-21,1448
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-22,2077
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-23,2147
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-24,2071
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-25,2194
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-26,2037
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-27,2043
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-28,1400
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-29,2096
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-06-30,2284
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-07-01,2249
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-07-02,2325
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-07-03,2225
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-07-04,1850
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-07-05,1335
SYNORTH_DBP3_tWPVJ,Circuit_Current,2020-07-06,2156
SYNORTH_DBP3_tWPVJ,Clear_Occupied_Clear_Flick_Count,2020-01-24,6
SYNORTH_DBP3_tWPVJ,Clear_Occupied_Clear_Flick_Count,2020-02-06,4
SYNORTH_DBP3_tWPVJ,Clear_Occupied_Clear_Flick_Count,2020-02-07,2
SYNORTH_DBP3_tWPVJ,Clear_Occupied_Clear_Flick_Count,2020-02-21,4
SYNORTH_DBP3_tWPVJ,Clear_Occupied_Clear_Flick_Count,2020-05-15,4
SYNORTH_DBP3_tWPVJ,COC_Flick_Count,2020-05-31,8
SYNORTH_DBP3_tWPVJ,COC_Flick_Count,2020-06-16,1
SYNORTH_DBP3_tWPVJ,COC_Flick_Count,2020-06-17,1
SYNORTH_DBP3_tWPVJ,Excess_Current,2020-01-21,1
SYNORTH_DBP3_tWPVJ,Excess_Current,2020-01-24,3
SYNORTH_DBP3_tWPVJ,Excess_Current,2020-02-06,2
SYNORTH_DBP3_tWPVJ,Excess_Current,2020-02-07,1
SYNORTH_DBP3_tWPVJ,Excess_Current,2020-02-21,2
SYNORTH_DBP3_tWPVJ,Excess_Current,2020-05-15,2
SYNORTH_DBP3_tWPVJ,High_Occupied_Current_Count,2020-01-24,6
SYNORTH_DBP3_tWPVJ,High_Occupied_Current_Count,2020-02-06,4
SYNORTH_DBP3_tWPVJ,High_Occupied_Current_Count,2020-02-07,2
SYNORTH_DBP3_tWPVJ,High_Occupied_Current_Count,2020-02-21,4
SYNORTH_DBP3_tWPVJ,High_Occupied_Current_Count,2020-05-15,4
SYNORTH_DBP3_tWPVJ,High_Occupied_Current_Count_Value,2020-05-31,18
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count,2020-01-21,1
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count,2020-01-24,6
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count,2020-02-06,4
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count,2020-02-07,2
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count,2020-02-21,4
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count,2020-05-15,4
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-05-28,49
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-05-29,47
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-05-30,28
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-05-31,35
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-06-01,45
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-06-02,11
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-06-03,34
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-06-04,26
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-06-05,16
SYNORTH_DBP3_tWPVJ,Low_Clear_Current_Count_Value,2020-06-06,1
SYNORTH_DBP3_tWPVJ,Occupied_Clear_Occupied_Flick_Count,2020-01-24,6
SYNORTH_DBP3_tWPVJ,Occupied_Clear_Occupied_Flick_Count,2020-02-06,4
SYNORTH_DBP3_tWPVJ,Occupied_Clear_Occupied_Flick_Count,2020-02-07,2
SYNORTH_DBP3_tWPVJ,Occupied_Clear_Occupied_Flick_Count,2020-02-21,4
SYNORTH_DBP3_tWPVJ,Occupied_Clear_Occupied_Flick_Count,2020-05-15,4
SYNORTH_DBP3_tWPVJ,OCO_Flick_Count,2020-05-31,11
SYNORTH_DBP3_tWPVJ,Poor_Shunt_Count,2020-01-24,6
SYNORTH_DBP3_tWPVJ,Poor_Shunt_Count,2020-02-06,4
SYNORTH_DBP3_tWPVJ,Poor_Shunt_Count,2020-02-07,2
SYNORTH_DBP3_tWPVJ,Poor_Shunt_Count,2020-02-21,4
SYNORTH_DBP3_tWPVJ,Poor_Shunt_Count,2020-05-15,4
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-23,30
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-24,48
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-25,68
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-26,76
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-27,67
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-28,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-29,75
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-30,63
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-05-31,67
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-01,69
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-02,80
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-03,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-04,71
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-05,74
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-06,63
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-07,50
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-08,68
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-09,79
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-10,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-11,74
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-12,73
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-14,49
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-15,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-16,80
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-17,75
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-18,78
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-19,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-20,66
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-21,49
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-22,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-23,75
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-24,73
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-25,77
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-26,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-27,68
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-28,48
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-29,72
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-06-30,79
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-07-01,77
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-07-02,79
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-07-03,74
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-07-04,63
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-07-05,46
SYNORTH_DBP3_tWPVJ,Total_Occupations_Count,2020-07-06,74
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count,2020-01-24,6
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count,2020-02-06,4
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count,2020-02-07,2
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count,2020-02-21,4
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count,2020-05-15,4
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-05-30,5
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-05-31,13
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-06-01,2
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-06-02,1
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-06-03,6
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-06-04,2
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-06-05,12
SYNORTH_DBP3_tWPVJ,Unstable_Clear_Current_Count_Value,2020-06-06,1
