route,asset_number,asset_position_code_desc,colloquial_name_1,colloquial_name_2,colloquial_name_3,colloquial_name_4,colloquial_name_5,colloquial_name_6,colloquial_name_7,colloquial_name_8,is_point_asset,is_signal_box_required,asset_class_code,asset_class_group,egi_code,egi_desc,asset_imdm_desc,asset_status_code_desc,maintenance_delivery_unit,strategic_route_code_desc,asset_owner,engineer,section_manager,start_miles,start_yards,end_miles,end_yards
LNW South,7439162,ON - On Track,TRC:WPVJ,TRC:WPVJ(DC),UP DERBY FAST,WPVJ,,,,,,Y,IC,SI,IC130RTK0001,Track Circuit/DC Med Volt - AC Imm,EB:IMDM Saltley,FM - Fully Maintaind,EB,M.10 - Birmingham - Wichnor Jcn,Midlands,EB02:Saltley S&TME,EB:Saltley North SM(SIGNALS),40.0,612.0,40.0,951.0
