occurred_date,fault_number,delivery_unit,trust_incident_numbers,is_service_affecting,elr_description,place_name,asset_description,suffix_system_asset_type,component_level_1_2,incident_type,location_narrative,priority,symptom,risk,sincs_status,fms_place_start_miles,fms_place_start_yards,fms_place_end_miles,fms_place_end_yards
2020-06-07,893459,BLETCHLEY DU,[993056.0],True,HANSLOPE JCN - RUGBY,NORTHAMPTON SOUTH,RUGBY SCC : 729 : Rev Slow/Local/Relief,TRACK CIRCUIT -- TRACK CCT -DC MED VOLT AC IMMUNE,IRJ - SWARF ACROSS IRJ,,,3,ASSET DEFECT,NEGLIGIBLE,UNDER INVESTIGATION,64,1166,65,1496
