asset,attribute,date,records_count
SYNORTH_BAG1_t126,Circuit_Current,2020-01-01,2735
SYNORTH_BAG1_t126,Circuit_Current,2020-01-02,4260
SYNORTH_BAG1_t126,Circuit_Current,2020-01-03,4343
SYNORTH_BAG1_t126,Circuit_Current,2020-01-04,3894
SYNORTH_BAG1_t126,Circuit_Current,2020-01-05,2505
SYNORTH_BAG1_t126,Circuit_Current,2020-01-06,4287
SYNORTH_BAG1_t126,Circuit_Current,2020-01-07,5261
SYNORTH_BAG1_t126,Circuit_Current,2020-01-08,8656
SYNORTH_BAG1_t126,Circuit_Current,2020-01-09,4414
SYNORTH_BAG1_t126,Circuit_Current,2020-01-10,9878
SYNORTH_BAG1_t126,Circuit_Current,2020-01-11,3781
SYNORTH_BAG1_t126,Circuit_Current,2020-01-12,2636
SYNORTH_BAG1_t126,Circuit_Current,2020-01-13,4231
SYNORTH_BAG1_t126,Circuit_Current,2020-01-14,4803
SYNORTH_BAG1_t126,Circuit_Current,2020-01-15,5662
SYNORTH_BAG1_t126,Circuit_Current,2020-01-16,4472
SYNORTH_BAG1_t126,Circuit_Current,2020-01-17,4493
SYNORTH_BAG1_t126,Circuit_Current,2020-01-18,3961
SYNORTH_BAG1_t126,Circuit_Current,2020-01-19,2627
SYNORTH_BAG1_t126,Circuit_Current,2020-01-20,4329
SYNORTH_BAG1_t126,Circuit_Current,2020-01-21,4314
SYNORTH_BAG1_t126,Circuit_Current,2020-01-22,4332
SYNORTH_BAG1_t126,Circuit_Current,2020-01-23,4227
SYNORTH_BAG1_t126,Circuit_Current,2020-01-24,4281
SYNORTH_BAG1_t126,Circuit_Current,2020-01-25,4036
SYNORTH_BAG1_t126,Circuit_Current,2020-01-26,810
SYNORTH_BAG1_t126,Circuit_Current,2020-01-27,4407
SYNORTH_BAG1_t126,Circuit_Current,2020-01-28,3840
SYNORTH_BAG1_t126,Circuit_Current,2020-01-29,4289
SYNORTH_BAG1_t126,Circuit_Current,2020-01-30,4244
SYNORTH_BAG1_t126,Circuit_Current,2020-01-31,4261
SYNORTH_BAG1_t126,Circuit_Current,2020-02-01,3871
SYNORTH_BAG1_t126,Circuit_Current,2020-02-02,2560
SYNORTH_BAG1_t126,Circuit_Current,2020-02-03,4108
SYNORTH_BAG1_t126,Circuit_Current,2020-02-04,4065
SYNORTH_BAG1_t126,Circuit_Current,2020-02-05,4174
SYNORTH_BAG1_t126,Circuit_Current,2020-02-06,4187
SYNORTH_BAG1_t126,Circuit_Current,2020-02-07,4106
SYNORTH_BAG1_t126,Circuit_Current,2020-02-08,3792
SYNORTH_BAG1_t126,Circuit_Current,2020-02-09,1382
SYNORTH_BAG1_t126,Circuit_Current,2020-02-10,4313
SYNORTH_BAG1_t126,Circuit_Current,2020-02-11,4348
SYNORTH_BAG1_t126,Circuit_Current,2020-02-12,4174
SYNORTH_BAG1_t126,Circuit_Current,2020-02-13,4248
SYNORTH_BAG1_t126,Circuit_Current,2020-02-14,4244
SYNORTH_BAG1_t126,Circuit_Current,2020-02-15,3281
SYNORTH_BAG1_t126,Circuit_Current,2020-02-16,1946
SYNORTH_BAG1_t126,Circuit_Current,2020-02-17,4337
SYNORTH_BAG1_t126,Circuit_Current,2020-02-18,4309
SYNORTH_BAG1_t126,Circuit_Current,2020-02-19,4311
SYNORTH_BAG1_t126,Circuit_Current,2020-02-20,3875
SYNORTH_BAG1_t126,Circuit_Current,2020-02-21,4238
SYNORTH_BAG1_t126,Circuit_Current,2020-02-22,3662
SYNORTH_BAG1_t126,Circuit_Current,2020-02-23,2526
SYNORTH_BAG1_t126,Circuit_Current,2020-02-24,4252
SYNORTH_BAG1_t126,Circuit_Current,2020-02-25,5470
SYNORTH_BAG1_t126,Circuit_Current,2020-02-26,4834
SYNORTH_BAG1_t126,Circuit_Current,2020-02-27,4413
SYNORTH_BAG1_t126,Circuit_Current,2020-02-28,4380
SYNORTH_BAG1_t126,Circuit_Current,2020-02-29,3854
SYNORTH_BAG1_t126,Circuit_Current,2020-03-01,2584
SYNORTH_BAG1_t126,Circuit_Current,2020-03-02,4223
SYNORTH_BAG1_t126,Circuit_Current,2020-03-03,4321
SYNORTH_BAG1_t126,Circuit_Current,2020-03-04,4350
SYNORTH_BAG1_t126,Circuit_Current,2020-03-05,4360
SYNORTH_BAG1_t126,Circuit_Current,2020-03-06,4229
SYNORTH_BAG1_t126,Circuit_Current,2020-03-07,3832
SYNORTH_BAG1_t126,Circuit_Current,2020-03-08,2508
SYNORTH_BAG1_t126,Circuit_Current,2020-03-09,4343
SYNORTH_BAG1_t126,Circuit_Current,2020-03-10,4296
SYNORTH_BAG1_t126,Circuit_Current,2020-03-11,4134
SYNORTH_BAG1_t126,Circuit_Current,2020-03-12,4110
SYNORTH_BAG1_t126,Circuit_Current,2020-03-13,4000
SYNORTH_BAG1_t126,Circuit_Current,2020-03-14,3503
SYNORTH_BAG1_t126,Circuit_Current,2020-03-15,2586
SYNORTH_BAG1_t126,Circuit_Current,2020-03-16,4038
SYNORTH_BAG1_t126,Circuit_Current,2020-03-17,3812
SYNORTH_BAG1_t126,Circuit_Current,2020-03-18,4159
SYNORTH_BAG1_t126,Circuit_Current,2020-03-19,3958
SYNORTH_BAG1_t126,Circuit_Current,2020-03-20,4055
SYNORTH_BAG1_t126,Circuit_Current,2020-03-21,2995
SYNORTH_BAG1_t126,Circuit_Current,2020-03-22,2407
SYNORTH_BAG1_t126,Circuit_Current,2020-03-23,3099
SYNORTH_BAG1_t126,Circuit_Current,2020-03-24,2433
SYNORTH_BAG1_t126,Circuit_Current,2020-03-25,3011
SYNORTH_BAG1_t126,Circuit_Current,2020-03-26,2694
SYNORTH_BAG1_t126,Circuit_Current,2020-03-27,3161
SYNORTH_BAG1_t126,Circuit_Current,2020-03-28,2996
SYNORTH_BAG1_t126,Circuit_Current,2020-03-29,2538
SYNORTH_BAG1_t126,Circuit_Current,2020-03-30,3226
SYNORTH_BAG1_t126,Circuit_Current,2020-03-31,3153
SYNORTH_BAG1_t126,Circuit_Current,2020-04-01,3130
SYNORTH_BAG1_t126,Circuit_Current,2020-04-02,3134
SYNORTH_BAG1_t126,Circuit_Current,2020-04-03,3064
