route,asset_number,asset_position_code_desc,colloquial_name_1,colloquial_name_2,colloquial_name_3,colloquial_name_4,colloquial_name_5,colloquial_name_6,colloquial_name_7,colloquial_name_8,is_point_asset,is_signal_box_required,asset_class_code,asset_class_group,egi_code,egi_desc,asset_imdm_desc,asset_status_code_desc,maintenance_delivery_unit,strategic_route_code_desc,asset_owner,engineer,section_manager,start_miles,start_yards,end_miles,end_yards
LNW South,840343,ON - On Track,NREK,BLR-HILLMORTON,TRC:NREK(DC),,,,,,,Y,IC,SI,IC130RTK0001,Track Circuit/DC Med Volt - AC Imm,EA:IMDM Bletchley,FM - Fully Maintaind,EA,N.01 - Euston - Rugby,Midlands,EA02:Bletchley S&TME,EA:Rugby SM(SIGNALS),82.0,253.0,83.0,17.0
